CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,
459423021,17,21205,YES,"SOUTH, EAST, NORTH",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
234190910,16,21229,YES,"SOUTH, WEST, EAST",NO,YES,NO,ELDERLY SERVICES,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
160491650,15,21237,YES,"EAST, NORTH",NO,YES,YES,COMMUNICATION/MEDIA,ARCHITECTURE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
209306514,18,21214,YES,"EAST, WEST, NORTH",YES,NO,YES,CULINARY ARTS/FOOD SERVICE,CUSTODIAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
215593428,17,21230,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,COMPUTER INFORMATION TECH,RECREATION AND SPORTS,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
489369294,17,21228,YES,"SOUTH, WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
195918161,15,21231,YES,"DOWNTOWN, SOUTH, WEST",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
264737815,21,21211,YES,"WEST, EAST, DOWNTOWN",YES,YES,YES,AUTO MECHANICS,NURSING,;POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
295581781,17,21229,YES,"SOUTH, WEST",NO,YES,YES,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,;DANCING,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
114021736,18,21214,YES,"WEST, EAST, NORTH",NO,YES,NO,HOSPITALITY/TRAVEL,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; VISUAL ARTS; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
188725995,18,21228,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,ELECTRICAL/CARPENTRY,GRAPHIC DESIGN,;DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
510257173,15,21212,YES,"SOUTH, WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,MUSICAL ARTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,
262070927,16,21201,YES,"SOUTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
510468273,21,21214,YES,"EAST, SOUTH, WEST",YES,NO,YES,PRE-SCHOOL CHILDCARE,COMMUNITY SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
106544702,17,21216,YES,"WEST, EAST, NORTH",NO,NO,NO,ELDERLY SERVICES,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
322816394,16,21204,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
271029299,16,21228,YES,"SOUTH, WEST, EAST",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,STEM,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
417441543,15,21205,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
556268840,20,21163,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,NO,MUSICAL ARTS,GRAPHIC DESIGN,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
108710031,16,21213,YES,"SOUTH, EAST, DOWNTOWN",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
540801928,17,21228,YES,"SOUTH, EAST",NO,YES,YES,RECREATION AND SPORTS,TEACHER'S AIDE,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
157148948,16,21205,YES,"EAST, NORTH, DOWNTOWN",YES,NO,NO,ARCHITECTURE,COMPUTER INFORMATION TECH,;OFFICE EQUIPEMENT; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
490473215,17,21213,YES,"EAST, SOUTH, WEST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,STEM,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
506064452,17,21237,YES,"EAST, SOUTH, NORTH",NO,YES,YES,ENVIRONMENTAL/GREEN,STEM,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
482350557,16,21214,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,GRAPHIC DESIGN,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
376575691,17,21201,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,CONSTRUCTION/MANUFACTURING,;PLAYS INSTRUMENT; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
398391171,18,21216,YES,"WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
434507783,16,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,;VISUAL ARTS; DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
411147683,18,21212,YES,"WEST, EAST, NORTH",YES,YES,NO,VISUAL ARTS,RECREATION AND SPORTS,;VISUAL ARTS; SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
545809973,16,21237,YES,"WEST, EAST",NO,YES,YES,COMMUNICATION/MEDIA,AUTO MECHANICS,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
171195392,17,21212,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,NO,COMPUTER INFORMATION TECH,ARCHITECTURE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
150874907,16,21215,YES,"WEST, EAST",NO,YES,YES,COMMUNITY SERVICE,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
273690300,14,21223,YES,"WEST, EAST, NORTH",YES,YES,YES,NURSING,CUSTODIAL,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
424608179,17,21206,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,YES,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
148738095,17,21230,YES,"SOUTH, EAST, NORTH",YES,NO,NO,VISUAL ARTS,NURSING,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
269297035,17,21223,YES,"WEST, EAST, NORTH",YES,NO,NO,BUSINESS/FINANCE,CAMP COUNSELOR,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
396122080,14,21205,YES,"WEST, EAST, NORTH",YES,YES,NO,NURSING,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
251532082,16,21222,YES,"SOUTH, WEST, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;SWIMMING,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
535369746,15,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,NURSING,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
141565665,20,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,COMMUNITY SERVICE,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
462984232,17,21212,YES,"WEST, EAST, NORTH",YES,NO,NO,NURSING,CULINARY ARTS/FOOD SERVICE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
272706471,21,21215,YES,"WEST, EAST, DOWNTOWN",YES,NO,YES,NURSING,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
163481042,15,21216,YES,"WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,MUSICAL ARTS,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
100236612,17,21205,YES,"SOUTH, EAST, NORTH",NO,YES,NO,BUSINESS/FINANCE,VISUAL ARTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
298387403,18,21201,YES,"DOWNTOWN, SOUTH, EAST, NORTH",YES,YES,YES,LEGAL,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
492603078,17,21217,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,YES,NURSING,COMMUNITY SERVICE,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
346974969,17,21206,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,VISUAL ARTS,CONSTRUCTION/MANUFACTURING,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
393904880,18,21216,YES,"SOUTH, WEST, EAST",NO,NO,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
225248477,17,21212,YES,"SOUTH, WEST, EAST",YES,YES,NO,PRE-SCHOOL CHILDCARE,ELECTRICAL/CARPENTRY,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
387271226,16,21237,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,NURSING,ARCHITECTURE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
174309097,18,21215,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,HOSPITALITY/TRAVEL,RECREATION AND SPORTS,;SWIMMING; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
318794197,16,21213,YES,"SOUTH, WEST, EAST",YES,NO,NO,CUSTODIAL,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
144880339,17,21217,YES,"WEST, SOUTH, EAST, NORTH",NO,NO,NO,CUSTODIAL,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
538845566,14,21217,YES,"SOUTH, WEST, EAST",NO,YES,YES,ELECTRICAL/CARPENTRY,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
528423325,15,21217,YES,"WEST, EAST",YES,NO,NO,NURSING,NURSING,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
575809917,16,21224,YES,"WEST, EAST",NO,YES,NO,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
583198109,17,21222,YES,"WEST, EAST",YES,NO,NO,VISUAL ARTS,STEM,;VISUAL ARTS; CADD; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
124315008,17,21216,YES,"SOUTH, WEST, EAST",NO,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,";VISUAL ARTS; CADD; (MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
430116361,15,21212,YES,"EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,;VISUAL ARTS; OFFICE EQUIPEMENT,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
562876413,15,21215,YES,"SOUTH, WEST, EAST",NO,YES,YES,STEM,STEM,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
102721284,18,21201,YES,"DOWNTOWN, SOUTH, WEST, EAST",NO,NO,YES,NURSING,COMPUTER INFORMATION TECH,;PLAYS INSTRUMENT; CADD; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
210878143,17,21215,YES,"WEST, SOUTH, EAST, NORTH",YES,NO,NO,LEGAL,ELDERLY SERVICES,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
212523863,14,21205,YES,"EAST, SOUTH, NORTH",YES,NO,NO,CAMP COUNSELOR,ENVIRONMENTAL/GREEN,;VISUAL ARTS; SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
254820567,17,21217,YES,"WEST, SOUTH, EAST",NO,NO,NO,STEM,TEACHER'S AIDE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
566094130,16,21212,YES,"SOUTH, EAST, NORTH",NO,YES,YES,CONSTRUCTION/MANUFACTURING,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
358351450,17,21216,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",YES,YES,NO,NURSING,STEM,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
126331081,19,21216,YES,"WEST, EAST",NO,NO,YES,ELDERLY SERVICES,COMMUNICATION/MEDIA,;PLAYS INSTRUMENT; VISUAL ARTS; SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
558240008,18,21214,YES,"EAST, NORTH",YES,YES,NO,NURSING,CLERICAL OFFICE WORK,;CADD,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
568235779,14,21223,YES,"WEST, EAST, NORTH",YES,NO,NO,TEACHER'S AIDE,BUSINESS/FINANCE,;VISUAL ARTS; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
250401830,17,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
478753269,16,21212,YES,"SOUTH, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
290244732,15,21211,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,NO,LEGAL,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
225786860,17,21217,YES,"SOUTH, WEST, NORTH, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
336641839,17,21205,YES,"WEST, EAST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
122429145,15,21237,YES,"EAST, WEST, DOWNTOWN",NO,NO,NO,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
525829743,21,21214,YES,"SOUTH, WEST, EAST",YES,NO,NO,NURSING,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
289136860,16,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,ELDERLY SERVICES,COMMUNITY SERVICE,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
391565766,19,21214,YES,"EAST, NORTH",YES,YES,NO,GOVERNMENT/PUBLIC SERVICE,COMPUTER INFORMATION TECH,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
501387494,16,21213,YES,"EAST, NORTH",NO,YES,YES,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
178997666,14,21212,YES,"SOUTH, WEST, EAST",NO,YES,NO,RECREATION AND SPORTS,HOSPITALITY/TRAVEL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
233749521,15,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,COMMUNICATION/MEDIA,;CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
590684774,16,21217,YES,"WEST, SOUTH, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
530960893,16,21229,YES,"WEST, EAST",NO,YES,YES,ENVIRONMENTAL/GREEN,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
330783616,19,21205,YES,"EAST, SOUTH, WEST, DOWNTOWN",YES,NO,YES,STEM,PRE-SCHOOL CHILDCARE,;CADD; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
468191890,16,21206,YES,"SOUTH, EAST, NORTH",NO,YES,YES,HOSPITALITY/TRAVEL,CLERICAL OFFICE WORK,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
485392167,16,21215,YES,"SOUTH, WEST, EAST",YES,NO,NO,HOSPITALITY/TRAVEL,COMMUNITY SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
117234743,17,21209,YES,"SOUTH, NORTH",NO,YES,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
