Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
3500,16,21212,Yes,"South, East, North",Yes,Yes,No,Community Service,Electrical/Carpentry,Dancing,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3502,20,21228,Yes,"South, West, East",No,Yes,Yes,Pre-School Childcare,Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3503,15,21212,Yes,"West, East, North",No,No,No,Environmental/Green,Government/Public Service,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3504,15,21217,Yes,"West, East, North",No,No,No,Elderly Services,Pre-School Childcare,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3505,16,21215,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Culinary Arts/Food Service,Legal,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3506,17,21216,Yes,"South, West, East, North",Yes,Yes,No,Retail (17+ Year Old Only),Government/Public Service,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3508,17,21224,Yes,"East, Downtown",No,Yes,No,Government/Public Service,Visual Arts,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3509,16,21206,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Pre-School Childcare,Business/Finance,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3510,17,21205,Yes,"West, East, Downtown",No,Yes,Yes,Auto Mechanics,Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,French
3511,16,21217,Yes,"West, East, Downtown",No,No,No,Pre-School Childcare,Nursing,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3512,17,21237,Yes,"South, East, North, Downtown",No,Yes,Yes,Electrical/Carpentry,Pre-School Childcare,"Spanish & English Bilingual, Plays an Intrustment, CADD (Computer Aided Drafting and Design), Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3513,17,21213,Yes,"West, East, North, Downtown",No,Yes,Yes,Pre-School Childcare,Recreation And Sports,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3514,18,21216,Yes,"West, South, East",Yes,No,No,Custodial,Computer Information Tech,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3515,15,21217,Yes,"West, East, North",Yes,No,No,Government/Public Service,Camp Counselor,Spanish & English Bilingual,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3516,16,21223,Yes,"South, West, Downtown",No,Yes,Yes,Nursing,Engineering,"Microsoft Word, Powerpoint, Excel",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3517,14,21217,Yes,"West, South, East, North",Yes,No,No,Computer Information Tech,Culinary Arts/Food Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3518,17,21206,Yes,"South, East, Downtown",No,Yes,Yes,Pre-School Childcare,Nursing,"CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3521,17,21217,Yes,"West, South, East, North",No,Yes,No,Retail (17+ Year Old Only),Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3522,14,21214,Yes,"South, West, East, North",Yes,No,No,Clerical Office Work,Pre-School Childcare,"Microsoft Word, Powerpoint, Excel, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3523,16,21223,Yes,"West, South, East, North",Yes,No,No,Pre-School Childcare,Camp Counselor,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3528,17,21222,Yes,"Outside City (East), South, West, Downtown",No,Yes,No,Computer Information Tech,STEM,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3530,17,21216,Yes,"West, South, East, North, Downtown",No,No,No,Construction Trades,Nursing,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3531,15,21214,Yes,"West, East, Downtown",Yes,Yes,Yes,Nursing,Computer Information Tech,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3532,18,21205,Yes,"South, East, Downtown",Yes,Yes,No,Pre-School Childcare,Recreation And Sports,"Swimming, Dancing",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3533,17,21237,Yes,"South, West, East, Downtown",No,No,Yes,Visual Arts,Elderly Services,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3534,15,21237,Yes,"West, East",Yes,Yes,Yes,Pre-School Childcare,Engineering,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3535,16,21215,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Pre-School Childcare,Culinary Arts/Food Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3537,17,21228,Yes,"South, East, North",Yes,Yes,No,Recreation And Sports,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3538,17,21237,Yes,"East, North",Yes,No,No,Business/Finance,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3539,19,21215,Yes,"South, West, North, Downtown",Yes,No,Yes,Auto Mechanics,Pre-School Childcare,"Visual Arts (Drawing, painting, etc), Spoken Word or Poetry, Dancing",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3541,16,21217,Yes,"West, East, North, Downtown",No,Yes,No,Elderly Services,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3543,19,21222,Yes,"Outside City (East), South, Downtown",Yes,No,No,Nursing,Nursing,"CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.), Dancing",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3545,16,21212,Yes,"East, South, West, North",Yes,No,No,Recreation And Sports,Teacher's Aide,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,
3546,15,21215,Yes,"West, East, Downtown",Yes,No,Yes,Elderly Services,Pre-School Childcare,"Spoken Word or Poetry, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3547,16,21237,Yes,"West, East, North, Downtown",Yes,No,No,Environmental/Green,Community Service,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3549,18,21228,Yes,"South, West, East, Downtown",No,Yes,Yes,Engineering,Graphic Design,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3550,16,21214,Yes,"East, South, West",No,No,Yes,Engineering,Engineering,,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3552,17,21214,Yes,"South, East, North",No,Yes,Yes,Nursing,Business/Finance,Spanish & English Bilingual,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3553,15,21205,Yes,"West, East, Downtown",No,Yes,Yes,Recreation And Sports,Musical Arts,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3554,17,21212,Yes,"South, West, East",No,Yes,No,Visual Arts,Clerical Office Work,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3555,16,21229,Yes,"West, South, East",Yes,Yes,Yes,Pre-School Childcare,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3556,15,21215,Yes,"West, East, North",No,No,No,Pre-School Childcare,Electrical/Carpentry,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3559,17,21212,Yes,"South, West, East, North",Yes,No,No,Nursing,Business/Finance,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3560,20,21212,Yes,"West, East, North, Downtown",No,Yes,No,Teacher's Aide,Elderly Services,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3561,16,21212,Yes,"West, East, North",No,No,No,Clerical Office Work,Pre-School Childcare,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3562,18,21215,Yes,"South, West, East",No,No,No,Business/Finance,Recreation And Sports,"Spanish & English Bilingual, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3563,17,21212,Yes,"South, West, East, North",No,No,No,Pre-School Childcare,Culinary Arts/Food Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3564,16,21224,Yes,"East, North",Yes,Yes,No,Custodial,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3565,19,21222,Yes,"Outside City (East), South, West, East, Downtown",No,Yes,Yes,Communication/Media,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3566,18,21216,Yes,"West, South, North",Yes,No,No,Nursing,Computer Information Tech,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3568,20,21228,Yes,"South, West, East",No,Yes,Yes,Musical Arts,Engineering,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3569,15,21237,Yes,"East, Downtown",Yes,No,No,Pre-School Childcare,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3571,16,21201,Yes,"Downtown, South, East, North",Yes,Yes,No,Recreation And Sports,Nursing,,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3572,18,21205,Yes,"South, West, East",No,Yes,Yes,Nursing,Camp Counselor,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3573,15,21223,Yes,"West, East",No,Yes,Yes,Recreation And Sports,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3575,17,21230,Yes,"South, East",No,Yes,Yes,Hospitality/Travel,Nursing,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3576,18,21216,Yes,"South, West, East, North",Yes,No,No,Musical Arts,Pre-School Childcare,"CADD (Computer Aided Drafting and Design), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3577,16,21205,Yes,"West, East",Yes,No,No,Clerical Office Work,Auto Mechanics,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3580,17,21230,Yes,"South, East",No,Yes,No,Hospitality/Travel,Recreation And Sports,Spoken Word or Poetry,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3581,14,21217,Yes,"South, West, East, North",No,No,No,Pre-School Childcare,Computer Information Tech,"CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.), Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3583,18,21210,Yes,"South, West, North",No,No,No,Pre-School Childcare,Government/Public Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3585,18,21212,Yes,"East, North",No,Yes,Yes,Auto Mechanics,Teacher's Aide,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3586,15,21216,Yes,"West, South, East, North",No,Yes,Yes,Retail (17+ Year Old Only),Culinary Arts/Food Service,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
3587,18,21205,Yes,"South, West, East, North",Yes,No,No,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Amharic
3588,15,21237,Yes,"South, West, East",No,No,No,Culinary Arts/Food Service,Culinary Arts/Food Service,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3589,15,21215,Yes,"West, East, North",No,No,No,Recreation And Sports,STEM,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3591,16,21214,Yes,"South, West, East",Yes,Yes,Yes,Nursing,Auto Mechanics,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3592,16,21204,Yes,"Outside City (East), West, North, Downtown",Yes,Yes,Yes,Nursing,Pre-School Childcare,"Spanish & English Bilingual, Swimming",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3593,17,21216,Yes,"South, West, East",No,Yes,Yes,Camp Counselor,Communication/Media,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,
3595,16,21212,Yes,"East, North",No,No,No,Environmental/Green,Computer Information Tech,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3596,16,21217,Yes,"West, East, North",No,Yes,No,Auto Mechanics,Retail (17+ Year Old Only),Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3597,15,21212,Yes,"South, West, East, North",No,Yes,Yes,Recreation And Sports,Environmental/Green,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3599,18,21210,Yes,"North, West, East",No,Yes,Yes,Recreation And Sports,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3600,18,21212,Yes,"South, West, East, North",No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3601,15,21214,Yes,"South, East, North",Yes,Yes,Yes,Auto Mechanics,Teacher's Aide,"Plays an Intrustment, Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3603,16,21222,Yes,"Outside City (East), South, West, East, North",Yes,No,No,Pre-School Childcare,Visual Arts,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3605,17,21223,Yes,"West, East, North",No,Yes,Yes,Nursing,Clerical Office Work,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3606,16,21224,Yes,"South, West, East, Downtown",No,No,No,Culinary Arts/Food Service,Nursing,"Visual Arts (Drawing, painting, etc), Swimming, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3607,17,21215,Yes,"South, West",Yes,Yes,No,Computer Information Tech,Pre-School Childcare,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3608,16,21217,Yes,"West, East, North",Yes,Yes,No,Manufacturing,Musical Arts,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3609,18,21214,Yes,"West, East",No,Yes,Yes,Communication/Media,Recreation And Sports,"Plays an Intrustment, Swimming, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3611,19,21228,Yes,"South, East, North",No,Yes,Yes,Nursing,Graphic Design,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3612,17,21214,Yes,"South, East",No,Yes,Yes,Culinary Arts/Food Service,Camp Counselor,,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3613,16,21213,Yes,"West, East, North",Yes,Yes,No,Nursing,Community Service,"CADD (Computer Aided Drafting and Design), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3614,17,21205,Yes,"South, West, East, Downtown",No,Yes,Yes,Teacher's Aide,Visual Arts,"Visual Arts (Drawing, painting, etc), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3615,19,21211,Yes,"West, South, Downtown",Yes,Yes,No,Pre-School Childcare,Engineering,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3616,15,21215,Yes,"South, West, Downtown",No,Yes,Yes,Nursing,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3617,16,21222,Yes,"Outside City (East), East, North",No,Yes,Yes,Retail (17+ Year Old Only),Recreation And Sports,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3618,17,21213,Yes,"East, West, North, Downtown",Yes,No,No,Pre-School Childcare,Retail (17+ Year Old Only),"Spanish & English Bilingual, Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3619,16,21216,Yes,"West, East, North",No,Yes,Yes,Nursing,Construction Trades,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3620,14,21216,Yes,"West, North, Downtown",No,No,Yes,Hospitality/Travel,Legal,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3621,18,21224,Yes,"East, North",No,No,No,Retail (17+ Year Old Only),Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3622,16,21237,Yes,"East, North, Downtown",No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3623,15,21217,Yes,"West, East, Downtown",No,No,No,Computer Information Tech,Elderly Services,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
