REGISTRATION ID,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL NUMBER,SCHOOL STATUS,HIGHEST GRADE COMPLETED,PRIORITY MATCHING STATUS,
91514,16,21201,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,NO,YES,BUSINESS/FINANCE,NURSING,"PLAYS INSTRUMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,877,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
91515,20,21212,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,COMMUNITY SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
91522,15,21239,YES,"NORTH, EAST, WEST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91523,14,21229,YES,"NORTH, SOUTH, EAST, WEST, DOWNTOWN",NO,NO,YES,STEM,CAMP COUNSELOR,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,373,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91527,16,21215,YES,"EAST, WEST, DOWNTOWN",YES,YES,NO,CAMP COUNSELOR,ELDERLY SERVICES,PLAYS INSTRUMENT;SWIMMING;OFFICE EQUIPMENT;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,377,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91529,15,21215,YES,"EAST, WEST, DOWNTOWN, SOUTHEAST, NORTH, SOUTH",YES,YES,YES,CLERICAL OFFICE WORK,GOVERNMENT/PUBLIC SERVICE,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,95,IN SCHOOL - HS OR LESS,GRADE 9,PREFERRED,
91532,14,21214,YES,WEST,YES,YES,YES,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,236,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91533,14,21229,YES,"NORTH, SOUTH, SOUTHEAST, WEST, DOWNTOWN",NO,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,88,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91535,14,21218,YES,DOWNTOWN,NO,YES,YES,HOSPITALITY/TRAVEL,NURSING,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),51,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91536,15,21215,YES,NORTH,YES,YES,NO,VISUAL ARTS,MUSICAL ARTS,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,376,IN SCHOOL - HS OR LESS,GRADE 9,PREFERRED,
91538,14,21215,YES,"NORTH, EAST",NO,NO,NO,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,407,IN SCHOOL - HS OR LESS,GRADE 9,MANDATORY,
91540,17,21216,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,NO,NO,CONSTRUCTION/MANUFACTURING,CUSTODIAL,VISUAL ARTS;DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
91542,19,21212,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,NO,NO,BUSINESS/FINANCE,RECREATION AND SPORTS,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,430,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
91548,14,21218,NO,EAST,NO,NO,YES,COMPUTER INFORMATION TECH,VISUAL ARTS,"VISUAL ARTS;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),44,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91558,15,21215,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,RECREATION AND SPORTS,"PLAYS INSTRUMENT;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,854,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91561,18,21212,YES,"NORTH, SOUTH, EAST, WEST, DOWNTOWN",YES,YES,YES,PORT OR MARITIME INDUSTRY,CLERICAL OFFICE WORK,"SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,422,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
91563,14,21229,YES,"NORTH, SOUTH, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,MUSICAL ARTS,COMPUTER INFORMATION TECH,PLAYS INSTRUMENT;SWIMMING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,88,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91564,15,21214,YES,"WEST, NORTH, DOWNTOWN, SOUTH, EAST, SOUTHEAST",YES,YES,YES,VISUAL ARTS,MUSICAL ARTS,SWIMMING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,205,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91570,14,21229,YES,"NORTH, SOUTH, WEST, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91571,18,21212,YES,"SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,ELDERLY SERVICES,CAMP COUNSELOR,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,432,IN SCHOOL - HS OR LESS,GRADE 12,MANDATORY,
91574,14,21218,YES,EAST,YES,NO,NO,GRAPHIC DESIGN,NURSING,VISUAL ARTS;SWIMMING;DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),427,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91576,14,21214,YES,DOWNTOWN,NO,YES,YES,HOSPITALITY/TRAVEL,GOVERNMENT/PUBLIC SERVICE,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 9,MANDATORY,
91577,14,21218,YES,"NORTH, EAST, DOWNTOWN",YES,YES,YES,COMMUNITY SERVICE,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),44,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91578,14,21218,YES,"NORTH, EAST, WEST, DOWNTOWN",NO,YES,NO,BUSINESS/FINANCE,NURSING,DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),373,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91582,14,21201,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,NO,NO,CAMP COUNSELOR,CAMP COUNSELOR,"VISUAL ARTS;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,159,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91586,17,21201,YES,"DOWNTOWN, WEST",NO,NO,YES,BUSINESS/FINANCE,GRAPHIC DESIGN,"PLAYS INSTRUMENT;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,433,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
91587,14,21214,YES,DOWNTOWN,NO,YES,YES,CAMP COUNSELOR,BUSINESS/FINANCE,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91593,14,21229,YES,"NORTH, SOUTH, WEST, DOWNTOWN",YES,YES,YES,CLERICAL OFFICE WORK,PRE-SCHOOL CHILDCARE,"VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,81,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91595,20,21212,YES,WEST,NO,NO,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,178,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
91598,17,21206,YES,"WEST, DOWNTOWN",NO,YES,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),LEGAL,"(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
91602,14,21229,YES,"NORTH, WEST, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,ARCHITECTURE,"VISUAL ARTS;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,233,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91603,20,21212,YES,"WEST, DOWNTOWN",NO,YES,YES,BUSINESS/FINANCE,NURSING,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,,,854,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
91606,15,21205,YES,"SOUTH, SOUTHEAST, WEST",YES,NO,NO,BUSINESS/FINANCE,RECREATION AND SPORTS,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,419,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91611,14,21229,YES,"NORTH, WEST, DOWNTOWN",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,CAMP COUNSELOR,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,246,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91614,14,21229,YES,"NORTH, WEST, SOUTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,HOSPITALITY/TRAVEL,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,421,IN SCHOOL - ALTERNATIVE SCHOOL,GRADE 8,NONE,
91615,14,21205,YES,"NORTH, SOUTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,ELDERLY SERVICES,CLERICAL OFFICE WORK,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,13,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91618,17,21239,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,BUSINESS/FINANCE,"(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 12,MANDATORY,
91620,14,21218,YES,"NORTH, EAST, WEST, DOWNTOWN",NO,YES,NO,CULINARY ARTS/FOOD SERVICE,CAMP COUNSELOR,"(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),233,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91622,14,21229,YES,SOUTH,NO,NO,NO,COMMUNITY SERVICE,CAMP COUNSELOR,SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,12,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91624,14,21229,YES,"SOUTH, DOWNTOWN, WEST",NO,YES,YES,CLERICAL OFFICE WORK,BUSINESS/FINANCE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91629,15,21215,YES,"NORTH, EAST, WEST",YES,YES,YES,ENVIRONMENTAL/GREEN,CUSTODIAL,"VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,403,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91631,14,21229,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,MUSICAL ARTS,CLERICAL OFFICE WORK,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,246,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91633,14,21218,YES,"NORTH, SOUTH, DOWNTOWN, EAST, SOUTHEAST, WEST",YES,YES,YES,GRAPHIC DESIGN,ENVIRONMENTAL/GREEN,"VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),51,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91634,19,21239,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,ELDERLY SERVICES,COMMUNITY SERVICE,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,413,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
91636,15,21202,YES,"WEST, DOWNTOWN, EAST",NO,YES,NO,CULINARY ARTS/FOOD SERVICE,CAMP COUNSELOR,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,403,IN SCHOOL - HS OR LESS,GRADE 9,PREFERRED,
91637,16,21205,YES,"SOUTHEAST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91638,15,21214,YES,DOWNTOWN,NO,YES,YES,MUSICAL ARTS,COMMUNICATION/MEDIA,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;CADD;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,480,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91640,15,21239,YES,"NORTH, EAST, DOWNTOWN",YES,YES,YES,NURSING,ELDERLY SERVICES,"VISUAL ARTS;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,FRENCH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),407,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
91643,14,21218,NO,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,ENVIRONMENTAL/GREEN,COMPUTER INFORMATION TECH,"VISUAL ARTS;CADD;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),214,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
91648,14,21218,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,LEGAL,GOVERNMENT/PUBLIC SERVICE,VISUAL ARTS;SWIMMING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),381,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
91653,17,21202,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,ELDERLY SERVICES,CUSTODIAL,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
91655,14,21212,YES,"EAST, SOUTH, NORTH, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,COMMUNITY SERVICE,POETRY,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,134,IN SCHOOL - HS OR LESS,GRADE 7,PREFERRED,
91662,14,21218,YES,"SOUTH, SOUTHEAST, DOWNTOWN, EAST, NORTH",YES,YES,NO,ENVIRONMENTAL/GREEN,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),999,IN SCHOOL - ALTERNATIVE SCHOOL,GRADE 8,NONE,
