CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
281871218,14,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
301141332,19,21228,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
544722141,16,21217,YES,"SOUTH, WEST",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
152230322,19,21216,YES,"WEST, EAST, NORTH",NO,YES,YES,LEGAL,PRE-SCHOOL CHILDCARE,;VISUAL ARTS; POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
271140401,16,21216,YES,"WEST, EAST, NORTH",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,HOSPITALITY/TRAVEL,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
278317691,16,21163,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,YES,ELECTRICAL/CARPENTRY,HOSPITALITY/TRAVEL,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
432765726,17,21212,YES,"WEST, EAST",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
140151220,14,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,COMMUNICATION/MEDIA,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
169163351,16,21212,YES,"WEST, EAST, NORTH",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,AUTO MECHANICS,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
547023855,15,21214,YES,"WEST, EAST",NO,YES,NO,ENVIRONMENTAL/GREEN,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
276185734,15,21222,YES,"SOUTH, EAST, NORTH",YES,YES,YES,PRE-SCHOOL CHILDCARE,GRAPHIC DESIGN,;SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
358978945,20,21228,YES,"SOUTH, EAST, NORTH",NO,NO,NO,STEM,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
537610932,14,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,STEM,STEM,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
236368202,15,21237,YES,"EAST, SOUTH, WEST, DOWNTOWN",NO,YES,YES,VISUAL ARTS,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
509781614,14,21228,YES,"SOUTH, NORTH",YES,NO,NO,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
559646700,15,21206,YES,"EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
308959918,14,21205,YES,"SOUTH, EAST",NO,YES,NO,STEM,LEGAL,;SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
405534793,14,21217,YES,"WEST, NORTH",NO,YES,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
290941428,16,21214,YES,"EAST, NORTH",YES,NO,NO,ELECTRICAL/CARPENTRY,CULINARY ARTS/FOOD SERVICE,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
123098942,17,21204,YES,"EAST, NORTH",NO,YES,YES,CONSTRUCTION/MANUFACTURING,CUSTODIAL,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
590952323,16,21212,YES,"EAST, NORTH, DOWNTOWN",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),COMMUNITY SERVICE,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
402050379,18,21212,YES,"EAST, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,CAMP COUNSELOR,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
583657659,16,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,BUSINESS/FINANCE,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
586473862,14,21228,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
102062975,17,21212,YES,"EAST, NORTH, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
275929825,16,21212,YES,"SOUTH, EAST, NORTH",YES,YES,NO,CLERICAL OFFICE WORK,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
470724147,16,21237,YES,"WEST, EAST",NO,YES,YES,TEACHER'S AIDE,PORT OR MARITIME INDUSTRY,;PLAYS INSTRUMENT; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,1
417758659,17,21206,YES,"EAST, NORTH",NO,NO,NO,HOSPITALITY/TRAVEL,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
384395686,16,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,COMMUNITY SERVICE,LEGAL,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
149090656,17,21216,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,COMPUTER INFORMATION TECH,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
197720246,21,21204,YES,"WEST, NORTH, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,CUSTODIAL,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
316956861,17,21228,YES,"SOUTH, WEST, NORTH",YES,YES,NO,AUTO MECHANICS,RETAIL (16+ YEAR OLD ONLY),;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
505045797,16,21215,YES,"WEST, EAST",YES,NO,YES,VISUAL ARTS,TEACHER'S AIDE,;VISUAL ARTS; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
459568069,14,21229,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,NURSING,AUTO MECHANICS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
317875387,15,21211,YES,"SOUTH, WEST, NORTH, DOWNTOWN",YES,YES,NO,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
319245092,17,21215,YES,"WEST, SOUTH, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
583769666,14,21229,YES,"WEST, SOUTH, EAST",NO,NO,YES,VISUAL ARTS,ENVIRONMENTAL/GREEN,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,3
508416977,18,21205,YES,"EAST, WEST, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
526820437,16,21206,YES,"EAST, NORTH",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
460084387,16,21215,YES,"WEST, EAST",NO,YES,YES,PRE-SCHOOL CHILDCARE,STEM,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
576957051,17,21222,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,NO,YES,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,;CADD,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
502381613,15,21237,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
173045377,20,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
341187779,16,21222,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,NO,ELDERLY SERVICES,CULINARY ARTS/FOOD SERVICE,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
171961234,17,21213,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,HOSPITALITY/TRAVEL,LEGAL,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
353162608,16,21205,YES,"EAST, SOUTH, NORTH, DOWNTOWN",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
474281580,16,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT; POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
436040427,16,21224,YES,"EAST, SOUTH, WEST",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
521942643,15,21205,YES,"EAST, SOUTH, NORTH",YES,YES,NO,RETAIL (16+ YEAR OLD ONLY),GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
317011332,19,21217,YES,"WEST, SOUTH, EAST, NORTH",YES,YES,NO,COMMUNITY SERVICE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
396293598,17,21215,YES,"WEST, EAST, DOWNTOWN",YES,YES,NO,STEM,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
596523248,17,21208,YES,"WEST, EAST, NORTH",YES,NO,YES,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
394244195,15,21217,YES,"SOUTH, WEST, EAST",YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
543424553,15,21214,YES,"SOUTH, EAST",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT; OFFICE EQUIPEMENT; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
129506116,16,21214,YES,"WEST, EAST, NORTH",YES,YES,YES,CLERICAL OFFICE WORK,RECREATION AND SPORTS,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
245002225,15,21210,YES,"SOUTH, EAST, NORTH",YES,NO,NO,CAMP COUNSELOR,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
256084777,15,21222,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
109915695,17,21212,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,YES,YES,HOSPITALITY/TRAVEL,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
111806565,17,21213,YES,"SOUTH, WEST, EAST",YES,YES,NO,ELDERLY SERVICES,COMMUNICATION/MEDIA,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
401918772,17,21215,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
208580611,15,21214,YES,"EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
373248488,15,21206,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,NO,ELDERLY SERVICES,ENVIRONMENTAL/GREEN,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
470433858,15,21214,YES,"WEST, EAST",NO,YES,NO,RECREATION AND SPORTS,ELDERLY SERVICES,;VISUAL ARTS; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
292056578,17,21212,YES,"WEST, EAST, NORTH",YES,YES,YES,STEM,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
489888078,16,21228,YES,"SOUTH, WEST, EAST",NO,NO,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
430638126,18,21163,YES,"SOUTH, NORTH",YES,NO,NO,NURSING,COMMUNICATION/MEDIA,;PLAYS INSTRUMENT,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
571312376,18,21214,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,BUSINESS/FINANCE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
478534386,16,21214,YES,"EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,CONSTRUCTION/MANUFACTURING,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
156244216,14,21212,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,NURSING,NURSING,;SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
491883355,17,21237,YES,"EAST, NORTH",YES,YES,NO,CAMP COUNSELOR,NURSING,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
502920160,16,21215,YES,"WEST, SOUTH, EAST",NO,YES,NO,RETAIL (16+ YEAR OLD ONLY),GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
461694872,17,21212,YES,"EAST, SOUTH, DOWNTOWN",NO,YES,YES,ELDERLY SERVICES,CAMP COUNSELOR,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
404430392,18,21216,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,HOSPITALITY/TRAVEL,NURSING,;SPANISH & ENGLISH BILINGUAL,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
156944874,15,21214,YES,"EAST, NORTH, DOWNTOWN",YES,NO,NO,CLERICAL OFFICE WORK,STEM,;PLAYS INSTRUMENT; VISUAL ARTS; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
427160857,14,21216,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,YES,ENVIRONMENTAL/GREEN,PRE-SCHOOL CHILDCARE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
529288735,16,21215,YES,"WEST, SOUTH, EAST, DOWNTOWN",NO,YES,NO,NURSING,NURSING,;POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
333626331,19,21205,YES,"EAST, SOUTH, WEST, DOWNTOWN",NO,YES,NO,CULINARY ARTS/FOOD SERVICE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
546155643,15,21217,YES,"SOUTH, WEST, NORTH, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
436042100,15,21214,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
299774137,17,21224,YES,"WEST, EAST",YES,YES,NO,RECREATION AND SPORTS,NURSING,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
572628680,19,21214,YES,"WEST, EAST, NORTH",NO,NO,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
446445748,18,21214,YES,"WEST, EAST",NO,NO,YES,BUSINESS/FINANCE,MUSICAL ARTS,;VISUAL ARTS; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
268466800,17,21230,YES,"SOUTH, EAST, NORTH",YES,NO,NO,STEM,CLERICAL OFFICE WORK,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
522291470,17,21224,YES,"SOUTH, EAST",YES,YES,NO,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
535171409,17,21215,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",NO,NO,YES,STEM,NURSING,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
